TrainCategory,TrainId,FromStation,DepartureFromStation,ToStation,ArrivalToStation,Demand,Distance_KM,Electrified,GGVId
RØ,2455,KK/86,848,NÆ/86,922,132,82.3,true,1532_2455
RØ,2455,NÆ/86,922,End,922,0,0.0,true,1532_2455
RØ,2456,Start,1116,NÆ/86,1116,0,0.0,true,-1
RØ,2456,NÆ/86,1116,KK/86,1192,33,82.3,true,-1
RØ,2456,KK/86,1192,End,1192,0,0.0,true,-1
RØ,2459,Start,908,KK/86,908,0,0.0,true,1536_2459_3859_4259
RØ,2459,KK/86,908,NÆ/86,982,235,82.3,true,1536_2459_3859_4259
RØ,2459,NÆ/86,982,End,982,0,0.0,true,1536_2459_3859_4259
IC,246,Start,969,OD/86,969,0,0.0,true,246_846
IC,246,OD/86,969,CPH/86,1074,97,166.9,true,246_846
IC,246,CPH/86,1074,End,1074,0,0.0,true,246_846
RØ,2460,Start,1176,NÆ/86,1176,0,0.0,true,-1
RØ,2460,NÆ/86,1176,KH/86,1243,52,79.2,true,-1
RØ,2460,KH/86,1243,End,1243,0,0.0,true,-1
RØ,2464,Start,1236,NÆ/86,1236,0,0.0,true,-1
RØ,2464,NÆ/86,1236,KH/86,1303,46,79.2,true,-1
RØ,2464,KH/86,1303,End,1303,0,0.0,true,-1
RØ,2468,Start,1296,NÆ/86,1296,0,0.0,true,-1
RØ,2468,NÆ/86,1296,KH/86,1363,24,79.2,true,-1
RØ,2468,KH/86,1363,End,1363,0,0.0,true,-1
RØ,247,Start,725,CPH/86,725,0,0.0,true,-1
RØ,247,CPH/86,725,SG/86,795,42,99.5,true,-1
RØ,247,SG/86,795,End,795,0,0.0,true,-1
RØ,2474,Start,1356,NÆ/86,1356,0,0.0,true,-1
RØ,2474,NÆ/86,1356,KK/86,1440,25,82.3,true,-1
RØ,2474,KK/86,1440,End,1440,0,0.0,true,-1
RØ,2476,Start,1416,NÆ/86,1416,0,0.0,true,-1
RØ,2476,NÆ/86,1416,HGL/86,1506,1,84.4,true,-1
RØ,2476,HGL/86,1506,End,1506,0,0.0,true,-1
RØ,2479,Start,1208,KK/86,1208,0,0.0,true,-1
RØ,2479,KK/86,1208,NÆ/86,1282,75,82.3,true,-1
RØ,2479,NÆ/86,1282,End,1282,0,0.0,true,-1
RØ,2483,Start,1268,KK/86,1268,0,0.0,true,1560_2483
RØ,2483,KK/86,1268,NÆ/86,1342,71,82.3,true,1560_2483
RØ,2483,NÆ/86,1342,End,1342,0,0.0,true,1560_2483
RØ,2487,Start,1328,KK/86,1328,0,0.0,true,1564_2487
RØ,2487,KK/86,1328,NÆ/86,1402,66,82.3,true,1564_2487
RØ,2487,NÆ/86,1402,End,1402,0,0.0,true,1564_2487
RØ,2491,Start,1397,KH/86,1397,0,0.0,true,-1
RØ,2491,KH/86,1397,NÆ/86,1462,49,79.2,true,-1
RØ,2491,NÆ/86,1462,End,1462,0,0.0,true,-1
RØ,2495,Start,17,KH/86,17,0,0.0,true,-1
RØ,2495,KH/86,17,NÆ/86,77,22,79.2,true,-1
RØ,2495,NÆ/86,77,End,77,0,0.0,true,-1
IC,250,Start,1029,OD/86,1029,0,0.0,true,250_850
IC,250,OD/86,1029,CPH/86,1134,70,166.9,true,250_850
IC,250,CPH/86,1134,End,1134,0,0.0,true,250_850
RØ,2500,Start,352,KH/86,352,0,0.0,true,2400_2500_3400
RØ,2500,KH/86,352,HG/86,407,13,46.2,true,2400_2500_3400
RØ,2500,HG/86,407,End,407,0,0.0,true,2400_2500_3400
RØ,2502,Start,353,HK/86,353,0,0.0,true,-1
RØ,2502,HK/86,353,HG/86,467,206,113.3,true,-1
RØ,2502,HG/86,467,End,467,0,0.0,true,-1
RØ,2506,Start,413,HK/86,413,0,0.0,true,-1
RØ,2506,HK/86,413,HG/86,527,523,113.3,true,-1
RØ,2506,HG/86,527,End,527,0,0.0,true,-1
IC,251,Start,785,CPH/86,785,0,0.0,true,251_851
IC,251,CPH/86,785,OD/86,890,138,166.9,true,251_851
IC,251,OD/86,890,End,890,0,0.0,true,251_851
RØ,2510,Start,473,HK/86,473,0,0.0,true,-1
RØ,2510,HK/86,473,HG/86,587,424,113.3,true,-1
RØ,2510,HG/86,587,End,587,0,0.0,true,-1
RØ,2514,Start,533,HK/86,533,0,0.0,true,-1
RØ,2514,HK/86,533,HG/86,647,279,113.3,true,-1
RØ,2514,HG/86,647,End,647,0,0.0,true,-1
RØ,2518,Start,593,HK/86,593,0,0.0,true,-1
RØ,2518,HK/86,593,HG/86,707,131,113.3,true,-1
RØ,2518,HG/86,707,End,707,0,0.0,true,-1
RØ,2519,Start,312,KH/86,312,0,0.0,true,-1
RØ,2519,KH/86,312,HK/86,367,18,67.1,true,-1
RØ,2519,HK/86,367,End,367,0,0.0,true,-1
RØ,2522,Start,653,HK/86,653,0,0.0,true,-1
RØ,2522,HK/86,653,HG/86,767,148,113.3,true,-1
RØ,2522,HG/86,767,End,767,0,0.0,true,-1
RØ,2523,Start,356,HGL/86,356,0,0.0,true,-1
RØ,2523,HGL/86,356,HK/86,427,55,72.3,true,-1
RØ,2523,HK/86,427,End,427,0,0.0,true,-1
RØ,2526,Start,713,HK/86,713,0,0.0,true,-1
RØ,2526,HK/86,713,HG/86,827,163,113.3,true,-1
RØ,2526,HG/86,827,End,827,0,0.0,true,-1
RØ,2527,Start,373,HG/86,373,0,0.0,true,-1
RØ,2527,HG/86,373,HK/86,487,360,113.3,true,-1
RØ,2527,HK/86,487,End,487,0,0.0,true,-1
RØ,2530,Start,773,HK/86,773,0,0.0,true,-1
RØ,2530,HK/86,773,HG/86,887,161,113.3,true,-1
RØ,2530,HG/86,887,End,887,0,0.0,true,-1
RØ,2531,Start,433,HG/86,433,0,0.0,true,-1
RØ,2531,HG/86,433,HK/86,547,421,113.3,true,-1
RØ,2531,HK/86,547,End,547,0,0.0,true,-1
RØ,2534,Start,833,HK/86,833,0,0.0,true,-1
RØ,2534,HK/86,833,HG/86,947,211,113.3,true,-1
RØ,2534,HG/86,947,End,947,0,0.0,true,-1
RØ,2535,Start,493,HG/86,493,0,0.0,true,-1
RØ,2535,HG/86,493,HK/86,607,259,113.3,true,-1
RØ,2535,HK/86,607,End,607,0,0.0,true,-1
RØ,2538,Start,893,HK/86,893,0,0.0,true,-1
RØ,2538,HK/86,893,HG/86,1007,354,113.3,true,-1
RØ,2538,HG/86,1007,End,1007,0,0.0,true,-1
RØ,2539,Start,553,HG/86,553,0,0.0,true,-1
RØ,2539,HG/86,553,HK/86,667,198,113.3,true,-1
RØ,2539,HK/86,667,End,667,0,0.0,true,-1
RØ,254,Start,1124,SG/86,1124,0,0.0,true,-1
RØ,254,SG/86,1124,CPH/86,1194,44,99.5,true,-1
RØ,254,CPH/86,1194,End,1194,0,0.0,true,-1
RØ,2542,Start,953,HK/86,953,0,0.0,true,-1
RØ,2542,HK/86,953,HG/86,1067,315,113.3,true,-1
RØ,2542,HG/86,1067,End,1067,0,0.0,true,-1
RØ,2543,Start,613,HG/86,613,0,0.0,true,-1
RØ,2543,HG/86,613,HK/86,727,104,113.3,true,-1
RØ,2543,HK/86,727,End,727,0,0.0,true,-1
RØ,2546,Start,1013,HK/86,1013,0,0.0,true,-1
RØ,2546,HK/86,1013,HG/86,1127,170,113.3,true,-1
RØ,2546,HG/86,1127,End,1127,0,0.0,true,-1
RØ,2547,Start,673,HG/86,673,0,0.0,true,-1
RØ,2547,HG/86,673,HK/86,787,122,113.3,true,-1
RØ,2547,HK/86,787,End,787,0,0.0,true,-1
IC,255,Start,845,CPH/86,845,0,0.0,true,255_855
IC,255,CPH/86,845,OD/86,950,217,166.9,true,255_855
IC,255,OD/86,950,End,950,0,0.0,true,255_855
RØ,2550,Start,1073,HK/86,1073,0,0.0,true,-1
RØ,2550,HK/86,1073,HG/86,1187,107,113.3,true,-1
RØ,2550,HG/86,1187,End,1187,0,0.0,true,-1
RØ,2551,Start,733,HG/86,733,0,0.0,true,-1
RØ,2551,HG/86,733,HK/86,847,144,113.3,true,-1
RØ,2551,HK/86,847,End,847,0,0.0,true,-1
RØ,2554,Start,1133,HK/86,1133,0,0.0,true,-1
RØ,2554,HK/86,1133,HG/86,1247,80,113.3,true,-1
RØ,2554,HG/86,1247,End,1247,0,0.0,true,-1
RØ,2555,Start,793,HG/86,793,0,0.0,true,-1
RØ,2555,HG/86,793,HK/86,907,233,113.3,true,-1
RØ,2555,HK/86,907,End,907,0,0.0,true,-1
RØ,2558,Start,1193,HK/86,1193,0,0.0,true,-1
RØ,2558,HK/86,1193,HG/86,1307,135,113.3,true,-1
RØ,2558,HG/86,1307,End,1307,0,0.0,true,-1
RØ,2559,Start,853,HG/86,853,0,0.0,true,-1
RØ,2559,HG/86,853,HK/86,967,354,113.3,true,-1
RØ,2559,HK/86,967,End,967,0,0.0,true,-1
RØ,2562,Start,1253,HK/86,1253,0,0.0,true,-1
RØ,2562,HK/86,1253,HGL/86,1324,52,72.3,true,-1
RØ,2562,HGL/86,1324,End,1324,0,0.0,true,-1
RØ,2563,Start,913,HG/86,913,0,0.0,true,-1
RØ,2563,HG/86,913,HK/86,1027,431,113.3,true,-1
RØ,2563,HK/86,1027,End,1027,0,0.0,true,-1
RØ,2566,Start,1313,HK/86,1313,0,0.0,true,-1
RØ,2566,HK/86,1313,HGL/86,1384,40,72.3,true,-1
RØ,2566,HGL/86,1384,End,1384,0,0.0,true,-1
RØ,2567,Start,973,HG/86,973,0,0.0,true,-1
RØ,2567,HG/86,973,HK/86,1087,354,113.3,true,-1
RØ,2567,HK/86,1087,End,1087,0,0.0,true,-1
RØ,2571,Start,1033,HG/86,1033,0,0.0,true,-1
RØ,2571,HG/86,1033,HK/86,1147,161,113.3,true,-1
RØ,2571,HK/86,1147,End,1147,0,0.0,true,-1
RØ,2575,Start,1093,HG/86,1093,0,0.0,true,-1
RØ,2575,HG/86,1093,HK/86,1207,106,113.3,true,-1
RØ,2575,HK/86,1207,End,1207,0,0.0,true,-1
RØ,2579,Start,1153,HG/86,1153,0,0.0,true,-1
RØ,2579,HG/86,1153,KH/86,1208,52,46.2,true,-1
RØ,2579,KH/86,1208,End,1208,0,0.0,true,-1
RØ,258,Start,1184,SG/86,1184,0,0.0,true,-1
RØ,258,SG/86,1184,CPH/86,1254,63,99.5,true,-1
RØ,258,CPH/86,1254,End,1254,0,0.0,true,-1
RØ,2583,Start,1213,HG/86,1213,0,0.0,true,-1
RØ,2583,HG/86,1213,RO/86,1298,86,77.5,true,-1
RØ,2583,RO/86,1298,End,1298,0,0.0,true,-1
IC,259,Start,905,CPH/86,905,0,0.0,true,259_859
IC,259,CPH/86,905,OD/86,1010,347,166.9,true,259_859
IC,259,OD/86,1010,End,1010,0,0.0,true,259_859
RØ,2595,Start,1408,HG/86,1408,0,0.0,true,-1
RØ,2595,HG/86,1408,HK/86,1525,33,113.3,true,-1
RØ,2595,HK/86,1525,End,1525,0,0.0,true,-1
RØ,2599,Start,28,HG/86,28,0,0.0,true,-1
RØ,2599,HG/86,28,KH/86,83,16,46.2,true,-1
RØ,2599,KH/86,83,End,83,0,0.0,true,-1
RØ,262,Start,1244,SG/86,1244,0,0.0,true,-1
RØ,262,SG/86,1244,CPH/86,1314,27,99.5,true,-1
RØ,262,CPH/86,1314,End,1314,0,0.0,true,-1
IC,263,Start,965,CPH/86,965,0,0.0,true,263_863
IC,263,CPH/86,965,OD/86,1070,248,166.9,true,263_863
IC,263,OD/86,1070,End,1070,0,0.0,true,263_863
RØ,266,Start,1340,RO/86,1340,0,0.0,true,-1
RØ,266,RO/86,1340,CPH/86,1374,12,37.9,true,-1
RØ,266,CPH/86,1374,End,1374,0,0.0,true,-1
RØ,267,Start,1025,CPH/86,1025,0,0.0,true,-1
RØ,267,CPH/86,1025,SG/86,1095,87,99.5,true,-1
RØ,267,SG/86,1095,End,1095,0,0.0,true,-1
RØ,270,Start,1400,RO/86,1400,0,0.0,true,-1
RØ,270,RO/86,1400,CPH/86,1434,10,37.9,true,-1
RØ,270,CPH/86,1434,End,1434,0,0.0,true,-1
RØ,271,Start,1085,CPH/86,1085,0,0.0,true,-1
RØ,271,CPH/86,1085,SG/86,1155,69,99.5,true,-1
RØ,271,SG/86,1155,End,1155,0,0.0,true,-1
RV,2710,Start,371,FA/86,371,0,0.0,true,-1
RV,2710,FA/86,371,OD/86,436,29,60.3,true,-1
RV,2710,OD/86,436,End,436,0,0.0,true,-1
RV,2715_3919,Start,400,OD/86,400,0,0.0,true,-1
RV,2715_3919,OD/86,400,FA/86,450,29,60.3,true,-1
RV,2715_3919,FA/86,461,AR/86,529,30,108.5,false,-1
RV,2715_3919,AR/86,529,End,529,0,0.0,true,-1
RV,2727,Start,526,OD/86,526,0,0.0,true,-1
RV,2727,OD/86,526,FA/86,588,10,60.3,true,-1
RV,2727,FA/86,588,End,588,0,0.0,true,-1
RV,2728,Start,635,FA/86,635,0,0.0,true,-1
RV,2728,FA/86,635,OD/86,694,11,60.3,true,-1
RV,2728,OD/86,694,End,694,0,0.0,true,-1
RV,2733,Start,639,OD/86,639,0,0.0,true,-1
RV,2733,OD/86,639,FA/86,689,8,60.3,true,-1
RV,2733,FA/86,689,End,689,0,0.0,true,-1
RV,2736,Start,750,FA/86,750,0,0.0,true,-1
RV,2736,FA/86,750,OD/86,801,15,60.3,true,-1
RV,2736,OD/86,801,End,801,0,0.0,true,-1
RØ,274,Start,20,RO/86,20,0,0.0,true,-1
RØ,274,RO/86,20,CPH/86,54,13,37.9,true,-1
RØ,274,CPH/86,54,End,54,0,0.0,true,-1
RV,2741,Start,758,OD/86,758,0,0.0,true,-1
RV,2741,OD/86,758,FA/86,811,19,60.3,true,-1
RV,2741,FA/86,811,End,811,0,0.0,true,-1
RV,2742,Start,873,FA/86,873,0,0.0,true,-1
RV,2742,FA/86,873,OD/86,934,30,60.3,true,-1
RV,2742,OD/86,934,End,934,0,0.0,true,-1
RØ,275,Start,1145,CPH/86,1145,0,0.0,true,-1
RØ,275,CPH/86,1145,SG/86,1215,44,99.5,true,-1
RØ,275,SG/86,1215,End,1215,0,0.0,true,-1
RV,2751,Start,885,OD/86,885,0,0.0,true,-1
RV,2751,OD/86,885,FA/86,948,52,60.3,true,-1
RV,2751,FA/86,948,End,948,0,0.0,true,-1
RV,2754,Start,1000,FA/86,1000,0,0.0,true,-1
RV,2754,FA/86,1000,OD/86,1067,12,60.3,true,-1
RV,2754,OD/86,1067,End,1067,0,0.0,true,-1
RV,2759,Start,1005,OD/86,1005,0,0.0,true,-1
RV,2759,OD/86,1005,FA/86,1068,45,60.3,true,-1
RV,2759,FA/86,1068,End,1068,0,0.0,true,-1
RV,2765,Start,1116,OD/86,1116,0,0.0,true,-1
RV,2765,OD/86,1116,FA/86,1170,19,60.3,true,-1
RV,2765,FA/86,1170,End,1170,0,0.0,true,-1
RV,2768,Start,1230,FA/86,1230,0,0.0,true,-1
RV,2768,FA/86,1230,OD/86,1284,58,60.3,true,-1
RV,2768,OD/86,1284,End,1284,0,0.0,true,-1
RV,2777,Start,1296,OD/86,1296,0,0.0,true,-1
RV,2777,OD/86,1296,FA/86,1350,37,60.3,true,-1
RV,2777,FA/86,1350,End,1350,0,0.0,true,-1
RV,2785,Start,1416,OD/86,1416,0,0.0,true,-1
RV,2785,OD/86,1416,FA/86,1470,14,60.3,true,-1
RV,2785,FA/86,1470,End,1470,0,0.0,true,-1
RØ,279,Start,1205,CPH/86,1205,0,0.0,true,-1
RØ,279,CPH/86,1205,SG/86,1275,64,99.5,true,-1
RØ,279,SG/86,1275,End,1275,0,0.0,true,-1
L,27_4027,Start,446,CPH/86,446,0,0.0,true,27_4027_927
L,27_4027,CPH/86,446,FA/86,574,482,230.2,true,27_4027_927
L,27_4027,FA/86,578,VJ/86,591,231,25.7,false,27_4027_927
L,27_4027,VJ/86,593,AR/86,638,195,82.8,false,27_4027_927
L,27_4027,AR/86,645,ABL/86,728,65,145.3,false,27_4027_927
L,27_4027,ABL/86,728,End,728,0,0.0,true,27_4027_927
RØ,283,Start,1265,CPH/86,1265,0,0.0,true,-1
RØ,283,CPH/86,1265,RO/86,1299,73,37.9,true,-1
RØ,283,RO/86,1299,End,1299,0,0.0,true,-1
RØ,287,Start,1325,CPH/86,1325,0,0.0,true,-1
RØ,287,CPH/86,1325,RO/86,1359,24,37.9,true,-1
RØ,287,RO/86,1359,End,1359,0,0.0,true,-1
RV,2909,Start,314,FA/86,314,0,0.0,true,-1
RV,2909,FA/86,314,AR/86,383,41,108.5,false,-1
RV,2909,AR/86,383,End,383,0,0.0,true,-1
RØ,291,Start,1385,CPH/86,1385,0,0.0,true,-1
RØ,291,CPH/86,1385,RO/86,1419,35,37.9,true,-1
RØ,291,RO/86,1419,End,1419,0,0.0,true,-1
RV,2912,Start,338,AR/86,338,0,0.0,true,-1
RV,2912,AR/86,338,FA/86,406,85,108.5,false,-1
RV,2912,FA/86,406,End,406,0,0.0,true,-1
RV,2913,Start,376,FA/86,376,0,0.0,true,-1
RV,2913,FA/86,376,AR/86,446,54,108.5,false,-1
RV,2913,AR/86,446,End,446,0,0.0,true,-1
RV,2916,Start,398,AR/86,398,0,0.0,true,-1
RV,2916,AR/86,398,FA/86,466,117,108.5,false,-1
RV,2916,FA/86,466,End,466,0,0.0,true,-1
RV,2917,Start,432,FA/86,432,0,0.0,true,-1
RV,2917,FA/86,432,AR/86,500,104,108.5,false,-1
RV,2917,AR/86,500,End,500,0,0.0,true,-1
RV,2920_2320,Start,458,AR/86,458,0,0.0,true,-1
RV,2920_2320,AR/86,458,FA/86,526,138,108.5,false,-1
RV,2920_2320,FA/86,531,ES/86,594,37,88.5,true,-1
RV,2920_2320,ES/86,594,End,594,0,0.0,true,-1
RV,2924,Start,518,AR/86,518,0,0.0,true,-1
RV,2924,AR/86,518,FA/86,586,139,108.5,false,-1
RV,2924,FA/86,586,End,586,0,0.0,true,-1
RV,2928,Start,578,AR/86,578,0,0.0,true,-1
RV,2928,AR/86,578,FA/86,646,101,108.5,false,-1
RV,2928,FA/86,646,End,646,0,0.0,true,-1
RV,2929,Start,614,FA/86,614,0,0.0,true,-1
RV,2929,FA/86,614,AR/86,683,34,108.5,false,-1
RV,2929,AR/86,683,End,683,0,0.0,true,-1
RV,2932,Start,638,AR/86,638,0,0.0,true,-1
RV,2932,AR/86,638,FA/86,706,99,108.5,false,-1
RV,2932,FA/86,706,End,706,0,0.0,true,-1
RV,2933,Start,674,FA/86,674,0,0.0,true,-1
RV,2933,FA/86,674,AR/86,743,30,108.5,false,-1
RV,2933,AR/86,743,End,743,0,0.0,true,-1
RV,2936_2336,Start,698,AR/86,698,0,0.0,true,-1
RV,2936_2336,AR/86,698,FA/86,766,142,108.5,false,-1
RV,2936_2336,FA/86,771,ES/86,834,43,88.5,true,-1
RV,2936_2336,ES/86,834,End,834,0,0.0,true,-1
RV,2937,Start,734,FA/86,734,0,0.0,true,-1
RV,2937,FA/86,734,AR/86,803,35,108.5,false,-1
RV,2937,AR/86,803,End,803,0,0.0,true,-1
RV,2940,Start,758,AR/86,758,0,0.0,true,-1
RV,2940,AR/86,758,FA/86,826,164,108.5,false,-1
RV,2940,FA/86,826,End,826,0,0.0,true,-1
RV,2944,Start,818,AR/86,818,0,0.0,true,-1
RV,2944,AR/86,818,FA/86,886,110,108.5,false,-1
RV,2944,FA/86,886,End,886,0,0.0,true,-1
RV,2945,Start,854,FA/86,854,0,0.0,true,-1
RV,2945,FA/86,854,AR/86,923,51,108.5,false,-1
RV,2945,AR/86,923,End,923,0,0.0,true,-1
RV,2948,Start,878,AR/86,878,0,0.0,true,-1
RV,2948,AR/86,878,FA/86,946,230,108.5,false,-1
RV,2948,FA/86,946,End,946,0,0.0,true,-1
RV,2949,Start,914,FA/86,914,0,0.0,true,-1
RV,2949,FA/86,914,AR/86,983,100,108.5,false,-1
RV,2949,AR/86,983,End,983,0,0.0,true,-1
RØ,295,Start,5,CPH/86,5,0,0.0,true,-1
RØ,295,CPH/86,5,RO/86,39,9,37.9,true,-1
RØ,295,RO/86,39,End,39,0,0.0,true,-1
RV,2952_2352,Start,938,AR/86,938,0,0.0,true,-1
RV,2952_2352,AR/86,938,FA/86,1006,157,108.5,false,-1
RV,2952_2352,FA/86,1011,ES/86,1074,55,88.5,true,-1
RV,2952_2352,ES/86,1074,End,1074,0,0.0,true,-1
RV,2953,Start,974,FA/86,974,0,0.0,true,-1
RV,2953,FA/86,974,AR/86,1043,102,108.5,false,-1
RV,2953,AR/86,1043,End,1043,0,0.0,true,-1
RV,2956,Start,998,AR/86,998,0,0.0,true,-1
RV,2956,AR/86,998,FA/86,1066,193,108.5,false,-1
RV,2956,FA/86,1066,End,1066,0,0.0,true,-1
RV,2960,Start,1058,AR/86,1058,0,0.0,true,-1
RV,2960,AR/86,1058,FA/86,1126,94,108.5,false,-1
RV,2960,FA/86,1126,End,1126,0,0.0,true,-1
RV,2961,Start,1094,FA/86,1094,0,0.0,true,-1
RV,2961,FA/86,1094,AR/86,1163,30,108.5,false,-1
RV,2961,AR/86,1163,End,1163,0,0.0,true,-1
RV,2964,Start,1118,AR/86,1118,0,0.0,true,-1
RV,2964,AR/86,1118,FA/86,1186,112,108.5,false,-1
RV,2964,FA/86,1186,End,1186,0,0.0,true,-1
RV,2965,Start,1154,FA/86,1154,0,0.0,true,-1
RV,2965,FA/86,1154,AR/86,1223,19,108.5,false,-1
RV,2965,AR/86,1223,End,1223,0,0.0,true,-1
RV,2968,Start,1178,AR/86,1178,0,0.0,true,-1
RV,2968,AR/86,1178,FA/86,1246,38,108.5,false,-1
RV,2968,FA/86,1246,End,1246,0,0.0,true,-1
RV,2969,Start,1214,FA/86,1214,0,0.0,true,-1
RV,2969,FA/86,1214,AR/86,1283,55,108.5,false,-1
RV,2969,AR/86,1283,End,1283,0,0.0,true,-1
RV,2972,Start,1238,AR/86,1238,0,0.0,true,-1
RV,2972,AR/86,1238,FA/86,1306,61,108.5,false,-1
RV,2972,FA/86,1306,End,1306,0,0.0,true,-1
RV,2973,Start,1274,FA/86,1274,0,0.0,true,-1
RV,2973,FA/86,1274,AR/86,1343,14,108.5,false,-1
RV,2973,AR/86,1343,End,1343,0,0.0,true,-1
RV,2974,Start,1348,FA/86,1348,0,0.0,true,-1
RV,2974,FA/86,1348,KD/86,1359,3,19.9,true,-1
RV,2974,KD/86,1359,End,1359,0,0.0,true,-1
RV,2976,Start,1298,AR/86,1298,0,0.0,true,-1
RV,2976,AR/86,1298,FA/86,1366,45,108.5,false,-1
RV,2976,FA/86,1366,End,1366,0,0.0,true,-1
RV,2980,Start,1358,AR/86,1358,0,0.0,true,-1
RV,2980,AR/86,1358,FA/86,1426,54,108.5,false,-1
RV,2980,FA/86,1426,End,1426,0,0.0,true,-1
RV,2981,Start,1369,KD/86,1369,0,0.0,true,-1
RV,2981,KD/86,1369,FA/86,1381,2,19.9,true,-1
RV,2981,FA/86,1381,End,1381,0,0.0,true,-1
L,31_4031,Start,506,CPH/86,506,0,0.0,true,31_4031_731
L,31_4031,CPH/86,506,FA/86,634,350,230.2,true,31_4031_731
L,31_4031,FA/86,638,VJ/86,651,227,25.7,false,31_4031_731
L,31_4031,VJ/86,653,AR/86,698,218,82.8,false,31_4031_731
L,31_4031,AR/86,705,ABL/86,788,80,145.3,false,31_4031_731
L,31_4031,ABL/86,788,End,788,0,0.0,true,31_4031_731
RØ,3206,Start,363,NF/86,363,0,0.0,true,-1
RØ,3206,NF/86,363,KH/86,437,173,144.7,false,-1
RØ,3206,KH/86,437,End,437,0,0.0,true,-1
RØ,3306,Start,437,RO/86,437,0,0.0,true,-1
RØ,3306,RO/86,437,KK/86,469,193,34.4,true,-1
RØ,3306,KK/86,469,End,469,0,0.0,true,-1
RØ,3310,Start,497,RO/86,497,0,0.0,true,-1
RØ,3310,RO/86,497,KK/86,529,164,34.4,true,-1
RØ,3310,KK/86,529,End,529,0,0.0,true,-1
RØ,3327,Start,446,KK/86,446,0,0.0,true,-1
RØ,3327,KK/86,446,RO/86,478,187,34.4,true,-1
RØ,3327,RO/86,478,End,478,0,0.0,true,-1
RØ,3359,Start,905,HGL/86,905,0,0.0,true,-1
RØ,3359,HGL/86,905,RO/86,943,144,36.5,true,-1
RØ,3359,RO/86,943,End,943,0,0.0,true,-1
RØ,3363,Start,965,HGL/86,965,0,0.0,true,-1
RØ,3363,HGL/86,965,RO/86,1003,177,36.5,true,-1
RØ,3363,RO/86,1003,End,1003,0,0.0,true,-1
RØ,3400,Start,346,KH/86,346,0,0.0,true,2400_2500_3400
RØ,3400,KH/86,346,HG/86,396,24,46.2,true,2400_2500_3400
RØ,3400,HG/86,396,End,396,0,0.0,true,2400_2500_3400
RØ,3402,Start,376,KH/86,376,0,0.0,true,3402_4402_4500
RØ,3402,KH/86,376,HG/86,426,38,46.2,true,3402_4402_4500
RØ,3402,HG/86,426,End,426,0,0.0,true,3402_4402_4500
RR,3408,Start,466,KH/86,466,0,0.0,true,-1
RR,3408,KH/86,466,HG/86,516,109,46.2,true,-1
RR,3408,HG/86,516,End,516,0,0.0,true,-1
RØ,3427_2427,Start,384,HG/86,384,0,0.0,true,-1
RØ,3427_2427,HG/86,384,KH/86,434,140,46.2,true,-1
RØ,3427_2427,KH/86,437,NÆ/86,502,85,79.2,true,-1
RØ,3427_2427,NÆ/86,502,End,502,0,0.0,true,-1
RØ,3429_4429,Start,414,HG/86,414,0,0.0,true,-1
RØ,3429_4429,HG/86,414,KH/86,464,292,46.2,true,-1
RØ,3429_4429,KH/86,467,NÆ/86,532,66,79.2,true,-1
RØ,3429_4429,NÆ/86,532,End,532,0,0.0,true,-1
RØ,3431_2431,Start,444,HG/86,444,0,0.0,true,-1
RØ,3431_2431,HG/86,444,KH/86,494,302,46.2,true,-1
RØ,3431_2431,KH/86,497,NÆ/86,562,63,79.2,true,-1
RØ,3431_2431,NÆ/86,562,End,562,0,0.0,true,-1
RØ,3433_4433,Start,474,HG/86,474,0,0.0,true,-1
RØ,3433_4433,HG/86,474,KH/86,524,332,46.2,true,-1
RØ,3433_4433,KH/86,527,NÆ/86,592,39,79.2,true,-1
RØ,3433_4433,NÆ/86,592,End,592,0,0.0,true,-1
RØ,3435_2435,Start,504,HG/86,504,0,0.0,true,-1
RØ,3435_2435,HG/86,504,KH/86,554,198,46.2,true,-1
RØ,3435_2435,KH/86,557,NÆ/86,622,45,79.2,true,-1
RØ,3435_2435,NÆ/86,622,End,622,0,0.0,true,-1
RØ,3437_4437,Start,534,HG/86,534,0,0.0,true,-1
RØ,3437_4437,HG/86,534,KH/86,584,212,46.2,true,-1
RØ,3437_4437,KH/86,587,NÆ/86,652,32,79.2,true,-1
RØ,3437_4437,NÆ/86,652,End,652,0,0.0,true,-1
RØ,3463_2463,Start,924,HG/86,924,0,0.0,true,3463_2463_3863_4263
RØ,3463_2463,HG/86,924,KH/86,974,191,46.2,true,3463_2463_3863_4263
RØ,3463_2463,KH/86,977,NÆ/86,1042,386,79.2,true,3463_2463_3863_4263
RØ,3463_2463,NÆ/86,1042,End,1042,0,0.0,true,3463_2463_3863_4263
RØ,3465_4465,Start,954,HG/86,954,0,0.0,true,-1
RØ,3465_4465,HG/86,954,KH/86,1004,180,46.2,true,-1
RØ,3465_4465,KH/86,1007,NÆ/86,1072,237,79.2,true,-1
RØ,3465_4465,NÆ/86,1072,End,1072,0,0.0,true,-1
RØ,3467_2467,Start,984,HG/86,984,0,0.0,true,-1
RØ,3467_2467,HG/86,984,KH/86,1034,86,46.2,true,-1
RØ,3467_2467,KH/86,1037,NÆ/86,1102,176,79.2,true,-1
RØ,3467_2467,NÆ/86,1102,End,1102,0,0.0,true,-1
RØ,3469_4469,Start,1014,HG/86,1014,0,0.0,true,-1
